FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,ECODISTRIC,ECOREGION,ECOZONE,CFS_ECOZ,SRC_AGY2
0,BC,1953-G00041, ,59.963000000000001,-128.172000000000000,1953,5,26,1953-05-26 00:00:00,,,1950-1959,8.000000000000000,H, ,Fire, ,BC-1953-1953-G00041, , ,2020-05-05 00:00:00,925,181,12,12,BC
1,BC,1950-R00028, ,59.317999999999998,-132.172000000000000,1950,6,22,1950-06-22 00:00:00,,,1950-1959,8.000000000000000,L, ,Fire, ,BC-1950-1950-R00028, , ,2020-05-05 00:00:00,905,177,12,12,BC
2,BC,1950-G00026, ,59.875999999999998,-131.922000000000000,1950,6,4,1950-06-04 00:00:00,,,1950-1959,12949.900000000000000,H, ,Fire, ,BC-1950-1950-G00026, , ,2020-05-05 00:00:00,905,177,12,12,BC
3,BC,1951-R00097, ,59.759999999999998,-132.807999999999990,1951,7,15,1951-07-15 00:00:00,,,1950-1959,241.099999999999990,H, ,Fire, ,BC-1951-1951-R00097, , ,2020-05-05 00:00:00,905,177,12,12,BC
4,BC,1952-G00116, ,59.433999999999997,-126.172000000000000,1952,6,12,1952-06-12 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1952-1952-G00116, , ,2020-05-05 00:00:00,931,182,12,12,BC
5,BC,1951-R00100, ,59.963000000000001,-136.502000000000010,1951,8,1,1951-08-01 00:00:00,,,1950-1959,194.199999999999990,H, ,Fire, ,BC-1951-1951-R00100, , ,2020-05-05 00:00:00,915,179,12,12,BC
6,BC,1952-G00211, ,59.597000000000001,-126.727999999999990,1952,8,11,1952-08-11 00:00:00,,,1950-1959,0.600000000000000,H, ,Fire, ,BC-1952-1952-G00211, , ,2020-05-05 00:00:00,929,181,12,12,BC
7,BC,1950-G00035, ,57.463000000000001,-122.816000000000000,1950,6,14,1950-06-14 00:00:00,,,1950-1959,2071.900000000000100,L, ,Fire, ,BC-1950-1950-G00035, , ,2020-05-05 00:00:00,252,66,4,4,BC
8,BC,1950-G00039, ,57.125999999999998,-122.762000000000000,1950,6,13,1950-06-13 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1950-1950-G00039, , ,2020-05-05 00:00:00,252,66,4,4,BC
9,BC,1953-G00043, ,57.683999999999997,-121.925000000000000,1953,5,1,1953-05-01 00:00:00,,,1950-1959,7834.699999999999800,H, ,Fire, ,BC-1953-1953-G00043, , ,2020-05-05 00:00:00,252,66,4,4,BC
10,BC,1950-R00029, ,59.317999999999998,-133.228000000000010,1950,6,22,1950-06-22 00:00:00,,,1950-1959,5179.899999999999600,L, ,Fire, ,BC-1950-1950-R00029, , ,2020-05-05 00:00:00,918,180,12,12,BC
11,BC,1950-R00030, ,59.567999999999998,-133.502000000000010,1950,6,9,1950-06-09 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1950-1950-R00030, , ,2020-05-05 00:00:00,918,180,12,12,BC
12,BC,1950-R00031, ,59.625999999999998,-133.365000000000010,1950,6,13,1950-06-13 00:00:00,,,1950-1959,194.199999999999990,H, ,Fire, ,BC-1950-1950-R00031, , ,2020-05-05 00:00:00,918,180,12,12,BC
13,BC,1951-R00042, ,59.655000000000001,-133.672000000000000,1951,6,7,1951-06-07 00:00:00,,,1950-1959,4.400000000000000,H, ,Fire, ,BC-1951-1951-R00042, , ,2020-05-05 00:00:00,918,180,12,12,BC
14,BC,1951-R00101, ,59.713000000000001,-134.172000000000000,1951,8,7,1951-08-07 00:00:00,,,1950-1959,894.700000000000050,H, ,Fire, ,BC-1951-1951-R00101, , ,2020-05-05 00:00:00,918,180,12,12,BC
15,BC,1951-R00128, ,59.625999999999998,-133.615000000000010,1951,8,29,1951-08-29 00:00:00,,,1950-1959,2.000000000000000,H, ,Fire, ,BC-1951-1951-R00128, , ,2020-05-05 00:00:00,918,180,12,12,BC
16,BC,1951-R00129, ,59.875999999999998,-133.478000000000010,1951,9,1,1951-09-01 00:00:00,,,1950-1959,550.299999999999950,H, ,Fire, ,BC-1951-1951-R00129, , ,2020-05-05 00:00:00,918,180,12,12,BC
17,BC,1951-R00131, ,59.625999999999998,-133.422000000000000,1951,9,2,1951-09-02 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-R00131, , ,2020-05-05 00:00:00,918,180,12,12,BC
18,BC,1952-R00085, ,59.097000000000001,-132.978000000000010,1952,7,7,1952-07-07 00:00:00,,,1950-1959,161.800000000000010,L, ,Fire, ,BC-1952-1952-R00085, , ,2020-05-05 00:00:00,918,180,12,12,BC
19,BC,1952-R00092, ,59.963000000000001,-133.807999999999990,1952,8,27,1952-08-27 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-R00092, , ,2020-05-05 00:00:00,918,180,12,12,BC
20,BC,1950-G00078, ,58.905000000000001,-123.173000000000000,1950,6,30,1950-06-30 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1950-1950-G00078, , ,2020-05-05 00:00:00,244,64,4,4,BC
21,BC,1950-G00009, ,58.789000000000001,-122.729000000000000,1950,4,29,1950-04-29 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1950-1950-G00009, , ,2020-05-05 00:00:00,244,64,4,4,BC
22,BC,1950-G00049, ,58.817999999999998,-122.729000000000000,1950,6,18,1950-06-18 00:00:00,,,1950-1959,424.899999999999980,L, ,Fire, ,BC-1950-1950-G00049, , ,2020-05-05 00:00:00,244,64,4,4,BC
23,BC,1950-G00060, ,58.789000000000001,-122.729000000000000,1950,8,22,1950-08-22 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1950-1950-G00060, , ,2020-05-05 00:00:00,244,64,4,4,BC
24,BC,1952-G00025, ,58.817999999999998,-122.867999999999990,1952,5,5,1952-05-05 00:00:00,,,1950-1959,8.400000000000000,H, ,Fire, ,BC-1952-1952-G00025, , ,2020-05-05 00:00:00,244,64,4,4,BC
25,BC,1952-G00076, ,58.789000000000001,-122.673000000000000,1952,3,1,1952-03-01 00:00:00,,,1950-1959,0.600000000000000,H, ,Fire, ,BC-1952-1952-G00076, , ,2020-05-05 00:00:00,244,64,4,4,BC
26,BC,1952-G00192, ,58.817999999999998,-122.757000000000010,1952,8,2,1952-08-02 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00192, , ,2020-05-05 00:00:00,244,64,4,4,BC
27,BC,1953-G00049, ,58.817999999999998,-123.562000000000000,1953,6,20,1953-06-20 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1953-1953-G00049, , ,2020-05-05 00:00:00,244,64,4,4,BC
28,BC,1950-G00059, ,56.759999999999998,-124.819999999999990,1950,6,23,1950-06-23 00:00:00,,,1950-1959,113.300000000000000,H, ,Fire, ,BC-1950-1950-G00059, , ,2020-05-05 00:00:00,920,180,12,12,BC
29,BC,1952-G00102, ,57.009999999999998,-125.121000000000000,1952,5,20,1952-05-20 00:00:00,,,1950-1959,2.000000000000000,H, ,Fire, ,BC-1952-1952-G00102, , ,2020-05-05 00:00:00,920,180,12,12,BC
30,BC,1952-G00112, ,59.317999999999998,-129.228000000000010,1952,6,1,1952-06-01 00:00:00,,,1950-1959,131.500000000000000,H, ,Fire, ,BC-1952-1952-G00112, , ,2020-05-05 00:00:00,920,180,12,12,BC
31,BC,1952-R00033, ,57.567999999999998,-131.729000000000010,1952,6,1,1952-06-01 00:00:00,,,1950-1959,0.400000000000000,H, ,Fire, ,BC-1952-1952-R00033, , ,2020-05-05 00:00:00,938,185,13,13,BC
32,BC,1953-R00037, ,56.491999999999997,-130.426999999999990,1953,3,1,1953-03-01 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1953-1953-R00037, , ,2020-05-05 00:00:00,938,185,13,13,BC
33,BC,1951-R00063, ,59.375999999999998,-126.727999999999990,1951,7,7,1951-07-07 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1951-1951-R00063, , ,2020-05-05 00:00:00,921,180,12,12,BC
34,BC,1950-G00012, ,58.847000000000001,-125.229000000000000,1950,5,5,1950-05-05 00:00:00,,,1950-1959,841.700000000000050,H, ,Fire, ,BC-1950-1950-G00012, , ,2020-05-05 00:00:00,933,183,12,12,BC
35,BC,1951-R00057, ,57.655000000000001,-131.621000000000010,1951,6,30,1951-06-30 00:00:00,,,1950-1959,35.399999999999999,H, ,Fire, ,BC-1951-1951-R00057, , ,2020-05-05 00:00:00,917,179,12,12,BC
36,BC,1951-R00061, ,58.713000000000001,-132.979000000000010,1951,6,15,1951-06-15 00:00:00,,,1950-1959,68.700000000000003,H, ,Fire, ,BC-1951-1951-R00061, , ,2020-05-05 00:00:00,917,179,12,12,BC
37,BC,1951-R00132, ,57.759999999999998,-131.566000000000000,1951,9,2,1951-09-02 00:00:00,,,1950-1959,8.400000000000000,H, ,Fire, ,BC-1951-1951-R00132, , ,2020-05-05 00:00:00,917,179,12,12,BC
38,BC,1952-R00052, ,57.625999999999998,-131.729000000000010,1952,6,24,1952-06-24 00:00:00,,,1950-1959,2201.400000000000100,H, ,Fire, ,BC-1952-1952-R00052, , ,2020-05-05 00:00:00,917,179,12,12,BC
39,BC,1950-R00027, ,58.433999999999997,-130.062000000000010,1950,6,22,1950-06-22 00:00:00,,,1950-1959,12.100000000000000,L, ,Fire, ,BC-1950-1950-R00027, , ,2020-05-05 00:00:00,922,180,12,12,BC
40,BC,1951-R00038, ,58.183999999999997,-130.729000000000010,1951,5,15,1951-05-15 00:00:00,,,1950-1959,12949.900000000000000,H, ,Fire, ,BC-1951-1951-R00038, , ,2020-05-05 00:00:00,922,180,12,12,BC
41,BC,1952-R00040, ,57.905000000000001,-131.066000000000000,1952,4,1,1952-04-01 00:00:00,,,1950-1959,9761.000000000000000,H, ,Fire, ,BC-1952-1952-R00040, , ,2020-05-05 00:00:00,922,180,12,12,BC
42,BC,1952-R00069, ,58.789000000000001,-131.979000000000010,1952,8,1,1952-08-01 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1952-1952-R00069, , ,2020-05-05 00:00:00,922,180,12,12,BC
43,BC,1953-R00036, ,57.933999999999997,-131.175000000000010,1953,7,25,1953-07-25 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1953-1953-R00036, , ,2020-05-05 00:00:00,922,180,12,12,BC
44,BC,1953-R00041, ,57.905000000000001,-131.175000000000010,1953,8,13,1953-08-13 00:00:00,,,1950-1959,0.200000000000000,H, ,Fire, ,BC-1953-1953-R00041, , ,2020-05-05 00:00:00,922,180,12,12,BC
45,BC,1951-R00062, ,58.491999999999997,-129.479000000000010,1951,7,6,1951-07-06 00:00:00,,,1950-1959,18.199999999999999,H, ,Fire, ,BC-1951-1951-R00062, , ,2020-05-05 00:00:00,923,180,12,12,BC
46,BC,1950-G00113, ,56.789000000000001,-122.069999999999990,1950,7,29,1950-07-29 00:00:00,,,1950-1959,99767.297000000006000,H, ,Fire, ,BC-1950-1950-G00113, , ,2020-05-05 00:00:00,585,137,9,9,BC
47,BC,1950-G00117, ,56.759999999999998,-121.267000000000000,1950,7,31,1950-07-31 00:00:00,,,1950-1959,57.799999999999997,H, ,Fire, ,BC-1950-1950-G00117, , ,2020-05-05 00:00:00,585,137,9,9,BC
48,BC,1950-G00118, ,56.713000000000001,-121.819999999999990,1950,7,29,1950-07-29 00:00:00,,,1950-1959,1035.900000000000100,H, ,Fire, ,BC-1950-1950-G00118, , ,2020-05-05 00:00:00,585,137,9,9,BC
49,BC,1950-G00133, ,56.789000000000001,-121.319999999999990,1950,8,26,1950-08-26 00:00:00,,,1950-1959,76663.702999999994000,H, ,Fire, ,BC-1950-1950-G00133, , ,2020-05-05 00:00:00,585,137,9,9,BC
50,BC,1950-G00001, ,56.905000000000001,-122.017000000000000,1950,4,22,1950-04-22 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1950-1950-G00001, , ,2020-05-05 00:00:00,585,137,9,9,BC
51,BC,1950-G00014, ,56.567999999999998,-120.980000000000000,1950,5,23,1950-05-23 00:00:00,,,1950-1959,256.899999999999980,H, ,Fire, ,BC-1950-1950-G00014, , ,2020-05-05 00:00:00,585,137,9,9,BC
52,BC,1950-G00015, ,56.567999999999998,-120.980000000000000,1950,5,24,1950-05-24 00:00:00,,,1950-1959,14.500000000000000,H, ,Fire, ,BC-1950-1950-G00015, , ,2020-05-05 00:00:00,585,137,9,9,BC
53,BC,1950-G00019, ,56.567999999999998,-120.927000000000010,1950,6,1,1950-06-01 00:00:00,,,1950-1959,76922.702999999994000,H, ,Fire, ,BC-1950-1950-G00019, , ,2020-05-05 00:00:00,585,137,9,9,BC
54,BC,1950-G00027, ,56.491999999999997,-121.124000000000000,1950,6,7,1950-06-07 00:00:00,,,1950-1959,781.000000000000000,H, ,Fire, ,BC-1950-1950-G00027, , ,2020-05-05 00:00:00,585,137,9,9,BC
55,BC,1950-G00033, ,56.375999999999998,-120.980000000000000,1950,6,12,1950-06-12 00:00:00,,,1950-1959,1902.000000000000000,H, ,Fire, ,BC-1950-1950-G00033, , ,2020-05-05 00:00:00,585,137,9,9,BC
56,BC,1950-G00045, ,56.625999999999998,-121.230000000000000,1950,6,17,1950-06-17 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1950-1950-G00045, , ,2020-05-05 00:00:00,585,137,9,9,BC
57,BC,1950-G00062, ,56.463000000000001,-121.177000000000010,1950,6,13,1950-06-13 00:00:00,,,1950-1959,0.100000000000000,L, ,Fire, ,BC-1950-1950-G00062, , ,2020-05-05 00:00:00,585,137,9,9,BC
58,BC,1952-G00009, ,56.789000000000001,-121.980000000000000,1952,5,1,1952-05-01 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1952-1952-G00009, , ,2020-05-05 00:00:00,585,137,9,9,BC
59,BC,1952-G00014, ,56.741999999999997,-122.374000000000000,1952,5,5,1952-05-05 00:00:00,,,1950-1959,4.000000000000000,H, ,Fire, ,BC-1952-1952-G00014, , ,2020-05-05 00:00:00,585,137,9,9,BC
60,BC,1952-G00015, ,56.539000000000001,-122.427000000000010,1952,5,5,1952-05-05 00:00:00,,,1950-1959,21.800000000000001,H, ,Fire, ,BC-1952-1952-G00015, , ,2020-05-05 00:00:00,585,137,9,9,BC
61,BC,1952-G00031, ,56.567999999999998,-121.427000000000010,1952,5,31,1952-05-31 00:00:00,,,1950-1959,0.800000000000000,H, ,Fire, ,BC-1952-1952-G00031, , ,2020-05-05 00:00:00,585,137,9,9,BC
62,BC,1952-G00086, ,56.347000000000001,-121.069999999999990,1952,5,28,1952-05-28 00:00:00,,,1950-1959,97.099999999999994,H, ,Fire, ,BC-1952-1952-G00086, , ,2020-05-05 00:00:00,585,137,9,9,BC
63,BC,1952-G00210, ,56.713000000000001,-121.819999999999990,1952,8,17,1952-08-17 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00210, , ,2020-05-05 00:00:00,585,137,9,9,BC
64,BC,1952-G00221, ,56.317999999999998,-121.017000000000000,1952,10,5,1952-10-05 00:00:00,,,1950-1959,4.000000000000000,H, ,Fire, ,BC-1952-1952-G00221, , ,2020-05-05 00:00:00,585,137,9,9,BC
65,BC,1950-G00081, ,55.759999999999998,-123.626000000000000,1950,7,4,1950-07-04 00:00:00,,,1950-1959,1294.900000000000100,L, ,Fire, ,BC-1950-1950-G00081, , ,2020-05-05 00:00:00,967,200,14,14,BC
66,BC,1953-G00042, ,56.289000000000001,-124.017000000000000,1953,5,20,1953-05-20 00:00:00,,,1950-1959,404.600000000000020,H, ,Fire, ,BC-1953-1953-G00042, , ,2020-05-05 00:00:00,967,200,14,14,BC
67,BC,1950-G00154, ,55.991999999999997,-122.126000000000000,1950,9,21,1950-09-21 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1950-1950-G00154, , ,2020-05-05 00:00:00,968,200,14,14,BC
68,BC,1950-G00080, ,55.991999999999997,-121.126000000000000,1950,6,29,1950-06-29 00:00:00,,,1950-1959,242.800000000000010,L, ,Fire, ,BC-1950-1950-G00080, , ,2020-05-05 00:00:00,591,138,9,9,BC
69,BC,1950-G00145, ,55.655000000000001,-120.980000000000000,1950,9,19,1950-09-19 00:00:00,,,1950-1959,80.900000000000006,H, ,Fire, ,BC-1950-1950-G00145, , ,2020-05-05 00:00:00,591,138,9,9,BC
70,BC,1950-G00146, ,55.817999999999998,-120.626000000000000,1950,9,20,1950-09-20 00:00:00,,,1950-1959,2929.900000000000100,H, ,Fire, ,BC-1950-1950-G00146, , ,2020-05-05 00:00:00,591,138,9,9,BC
71,BC,1950-G00147, ,56.039000000000001,-120.624000000000000,1950,9,20,1950-09-20 00:00:00,,,1950-1959,560.399999999999980,H, ,Fire, ,BC-1950-1950-G00147, , ,2020-05-05 00:00:00,591,138,9,9,BC
72,BC,1950-G00149, ,55.991999999999997,-121.126000000000000,1950,9,17,1950-09-17 00:00:00,,,1950-1959,36.399999999999999,H, ,Fire, ,BC-1950-1950-G00149, , ,2020-05-05 00:00:00,591,138,9,9,BC
73,BC,1950-G00150, ,55.991999999999997,-120.428000000000000,1950,9,20,1950-09-20 00:00:00,,,1950-1959,48.500000000000000,H, ,Fire, ,BC-1950-1950-G00150, , ,2020-05-05 00:00:00,591,138,9,9,BC
74,BC,1950-G00151, ,55.963000000000001,-120.730000000000000,1950,9,20,1950-09-20 00:00:00,,,1950-1959,23067.099999999999000,H, ,Fire, ,BC-1950-1950-G00151, , ,2020-05-05 00:00:00,591,138,9,9,BC
75,BC,1950-G00152, ,56.067999999999998,-120.480000000000000,1950,9,20,1950-09-20 00:00:00,,,1950-1959,3366.900000000000100,H, ,Fire, ,BC-1950-1950-G00152, , ,2020-05-05 00:00:00,591,138,9,9,BC
76,BC,1950-G00153, ,56.317999999999998,-120.730000000000000,1950,9,22,1950-09-22 00:00:00,,,1950-1959,1968.300000000000000,H, ,Fire, ,BC-1950-1950-G00153, , ,2020-05-05 00:00:00,591,138,9,9,BC
77,BC,1950-G00155, ,56.433999999999997,-120.480000000000000,1950,9,21,1950-09-21 00:00:00,,,1950-1959,7510.899999999999600,H, ,Fire, ,BC-1950-1950-G00155, , ,2020-05-05 00:00:00,591,138,9,9,BC
78,BC,1950-G00008, ,55.655000000000001,-121.678000000000000,1950,5,9,1950-05-09 00:00:00,,,1950-1959,643.399999999999980,H, ,Fire, ,BC-1950-1950-G00008, , ,2020-05-05 00:00:00,591,138,9,9,BC
79,BC,1950-G00017, ,55.655000000000001,-120.980000000000000,1950,6,1,1950-06-01 00:00:00,,,1950-1959,647.399999999999980,H, ,Fire, ,BC-1950-1950-G00017, , ,2020-05-05 00:00:00,591,138,9,9,BC
80,BC,1950-G00020, ,55.933999999999997,-121.376000000000000,1950,6,2,1950-06-02 00:00:00,,,1950-1959,2428.099999999999900,H, ,Fire, ,BC-1950-1950-G00020, , ,2020-05-05 00:00:00,591,138,9,9,BC
81,BC,1950-G00021, ,55.875999999999998,-121.428000000000000,1950,6,2,1950-06-02 00:00:00,,,1950-1959,161.800000000000010,H, ,Fire, ,BC-1950-1950-G00021, , ,2020-05-05 00:00:00,591,138,9,9,BC
82,BC,1950-G00032, ,55.905000000000001,-120.678000000000000,1950,6,11,1950-06-11 00:00:00,,,1950-1959,101.099999999999990,H, ,Fire, ,BC-1950-1950-G00032, , ,2020-05-05 00:00:00,591,138,9,9,BC
83,BC,1950-G00050, ,55.991999999999997,-120.376000000000000,1950,6,19,1950-06-19 00:00:00,,,1950-1959,323.699999999999990,H, ,Fire, ,BC-1950-1950-G00050, , ,2020-05-05 00:00:00,591,138,9,9,BC
84,BC,1951-G00022, ,55.991999999999997,-121.928000000000000,1951,5,20,1951-05-20 00:00:00,,,1950-1959,97.099999999999994,H, ,Fire, ,BC-1951-1951-G00022, , ,2020-05-05 00:00:00,591,138,9,9,BC
85,BC,1952-G00005, ,55.713000000000001,-121.178000000000000,1952,5,1,1952-05-01 00:00:00,,,1950-1959,101.099999999999990,H, ,Fire, ,BC-1952-1952-G00005, , ,2020-05-05 00:00:00,591,138,9,9,BC
86,BC,1952-G00008, ,55.713000000000001,-120.825000000000000,1952,5,2,1952-05-02 00:00:00,,,1950-1959,42.399999999999999,H, ,Fire, ,BC-1952-1952-G00008, , ,2020-05-05 00:00:00,591,138,9,9,BC
87,BC,1952-G00010, ,55.817999999999998,-121.428000000000000,1952,4,29,1952-04-29 00:00:00,,,1950-1959,449.199999999999990,H, ,Fire, ,BC-1952-1952-G00010, , ,2020-05-05 00:00:00,591,138,9,9,BC
88,BC,1952-G00018, ,55.905000000000001,-121.928000000000000,1952,5,6,1952-05-06 00:00:00,,,1950-1959,178.000000000000000,H, ,Fire, ,BC-1952-1952-G00018, , ,2020-05-05 00:00:00,591,138,9,9,BC
89,BC,1952-G00019, ,55.741999999999997,-121.575000000000000,1952,5,8,1952-05-08 00:00:00,,,1950-1959,874.100000000000020,H, ,Fire, ,BC-1952-1952-G00019, , ,2020-05-05 00:00:00,591,138,9,9,BC
90,BC,1952-G00026, ,55.713000000000001,-121.178000000000000,1952,5,9,1952-05-09 00:00:00,,,1950-1959,76.799999999999997,H, ,Fire, ,BC-1952-1952-G00026, , ,2020-05-05 00:00:00,591,138,9,9,BC
91,BC,1952-G00037, ,55.759999999999998,-121.023000000000000,1952,5,9,1952-05-09 00:00:00,,,1950-1959,80.900000000000006,H, ,Fire, ,BC-1952-1952-G00037, , ,2020-05-05 00:00:00,591,138,9,9,BC
92,BC,1952-G00054, ,55.759999999999998,-121.376000000000000,1952,5,14,1952-05-14 00:00:00,,,1950-1959,53.799999999999997,H, ,Fire, ,BC-1952-1952-G00054, , ,2020-05-05 00:00:00,591,138,9,9,BC
93,BC,1952-G00057, ,55.741999999999997,-121.626000000000000,1952,5,13,1952-05-13 00:00:00,,,1950-1959,47.700000000000003,H, ,Fire, ,BC-1952-1952-G00057, , ,2020-05-05 00:00:00,591,138,9,9,BC
94,BC,1952-G00058, ,55.713000000000001,-121.230000000000000,1952,5,15,1952-05-15 00:00:00,,,1950-1959,55.399999999999999,H, ,Fire, ,BC-1952-1952-G00058, , ,2020-05-05 00:00:00,591,138,9,9,BC
95,BC,1952-G00075, ,55.963000000000001,-120.678000000000000,1952,5,25,1952-05-25 00:00:00,,,1950-1959,0.100000000000000,H, ,Fire, ,BC-1952-1952-G00075, , ,2020-05-05 00:00:00,591,138,9,9,BC
96,BC,1952-G00082, ,56.259999999999998,-120.017000000000000,1952,5,23,1952-05-23 00:00:00,,,1950-1959,781.000000000000000,H, ,Fire, ,BC-1952-1952-G00082, , ,2020-05-05 00:00:00,591,138,9,9,BC
97,BC,1952-G00083, ,55.905000000000001,-120.876000000000000,1952,5,27,1952-05-27 00:00:00,,,1950-1959,54.600000000000001,H, ,Fire, ,BC-1952-1952-G00083, , ,2020-05-05 00:00:00,591,138,9,9,BC
98,BC,1952-G00084, ,55.905000000000001,-121.273000000000000,1952,5,25,1952-05-25 00:00:00,,,1950-1959,550.299999999999950,H, ,Fire, ,BC-1952-1952-G00084, , ,2020-05-05 00:00:00,591,138,9,9,BC
99,BC,1952-G00220, ,55.713000000000001,-120.980000000000000,1952,10,15,1952-10-15 00:00:00,,,1950-1959,1.200000000000000,H, ,Fire, ,BC-1952-1952-G00220, , ,2020-05-05 00:00:00,591,138,9,9,BC
